cons_12m,cons_gas_12m,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_peak,margin_gross_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,channel_sales,has_gas,month_activ,day_activ,month_modif_prod,day_modif_prod,day_renewal,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,peak_diff_dec_january_energy,peak_diff_dec_january_power,midpeak_diff_dec_january_energy,churn
5371,0,813.68,0,0.0,6.28,0.0,21.38,1,91.09,5,10.35,5.3957010606060655e-06,0.0,0.0076619171872032,0.0,3.318240666666617e-06,0.0,0.0,0,0,4,4,4,4,5,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0,0
58132,0,3684.19,2834,0.0,148.12,0.100123,62.16,1,443.17,4,41.5,1.5876106628787907e-05,3.31918384090911e-06,0.0040213494318,0.0014477568865025,1.0204014166666688e-05,3.4631823000000075e-06,2.516200666666649e-06,4,0,3,9,11,11,12,-0.007016000000000008,0.16291560000000516,-0.0013350000000000029,0.09774935999999812,0.003030999999999992,1
9883,2081,1374.45,1869,0.0,18.3,0.0,15.5,2,142.56,5,11.0,3.7625766287878606e-06,0.0,0.008380258287567,0.0,2.3650481666666317e-06,0.0,0.0,4,1,7,12,7,12,14,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
2354,0,241.95,202,0.0,133.17,0.100823,33.36,1,29.65,5,17.25,2.329842615151471e-05,6.538066265151548e-06,0.0573503636750284,0.0486945732287283,1.6219495866666282e-05,4.596440966666651e-06,6.132855000000097e-07,0,0,11,11,11,1,12,-0.0120979999999999,0.8295828000000043,-0.006417000000000006,0.7644165600000008,-0.0020529999999999993,0
45690,0,6750.07,0,0.0,16.18,0.0,25.7,1,617.99,4,13.856,5.178973787878621e-06,0.0,0.0076618913283488,0.0,3.318240666666697e-06,0.0,0.0,4,0,4,28,10,31,29,-0.004386999999999891,0.17777879999999868,0.0,0.0,0.0,0
275955,0,6054.87,8309,0.0,131.76,0.096984,8.7,1,561.04,6,23.1,1.886841426515161e-05,3.689563719696964e-06,0.0064341946332547,0.0023163953769751,1.1873435366666678e-05,2.3553793666666728e-06,1.4170982666666755e-06,0,0,8,1,8,1,2,-0.008501999999999996,0.16291560000000516,-0.003605999999999998,0.09774935999999812,0.0022780000000000022,0
4624,0,678.61,0,0.0,27.17,0.0,10.66,1,50.53,3,11.0,8.883261174242399e-06,0.0,0.0083802388933848,0.0,1.879360666666648e-06,0.0,0.0,4,0,8,11,7,11,2,-0.0062490000000000046,0.17777879999999868,0.0,0.0,0.0,0
1630,0,162.96,214,0.0,132.14,0.101397,55.56,1,24.55,4,29.7,4.568658224242421e-05,4.289459033333335e-05,1.141424544336373,49.36792646502163,1.1100320166666352e-05,2.896760166666666e-06,4.860000000000553e-10,7,0,12,1,12,1,2,-0.008160999999999904,3.600000006542814e-06,-0.004169000000000006,-2.640000001719045e-06,-5.3999999999998494e-05,0
1722179,1192414,6304.55,9112,0.0,131.74,0.0965429999999999,15.96,2,639.69,6,16.0,1.7071253606060936e-05,4.360844083333317e-06,3.5345454611412245e-12,1.9008000004388437e-12,1.110032016666691e-05,2.89676016666666e-06,4.860000000000553e-10,0,1,5,10,5,10,5,-0.007040000000000102,3.600000006542814e-06,-0.0030609999999999943,-2.640000001719045e-06,0.0028549999999999964,0
7426,0,764.91,1946,0.0,16.73,0.089695,14.64,1,90.54,6,10.392,2.3609769696969795e-06,1.3316123863636248e-06,0.0083802259640179,0.0,1.4840426666666707e-06,8.370134999999943e-07,0.0,0,0,7,14,7,14,15,-0.0029840000000000144,0.17777879999999868,0.002240999999999993,0.0,0.0,0
157,0,16.83,0,0.0,40.03,0.087899,30.22,1,1.92,6,13.2,5.723654151515101e-06,2.667687272727265e-07,0.0064647208082943,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,4,0,3,10,3,10,11,-0.0046700000000000075,0.17777879999999868,0.0005280000000000007,0.0,0.0,0
33631,11,484.57,603,0.0,146.58,0.100572,41.84,2,58.13,6,26.4,2.3240191356060782e-05,5.542184083333336e-06,0.0072385356078,0.0026059154732663,1.110032016666668e-05,2.89676016666666e-06,4.860000000000553e-10,4,1,6,18,6,18,23,-0.009528000000000009,0.16291560000000516,-0.004630999999999996,0.09774935999999812,0.0012530000000000041,0
29747,0,2855.84,2428,0.0,147.16,0.1000149999999999,24.0,1,341.24,4,16.0,1.5812320265151388e-05,3.957295113636379e-06,0.0040214382914185,0.0014477177849105,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,4,0,2,6,2,6,9,-0.006191999999999989,0.16291560000000516,-0.0023019999999999985,0.09774935999999812,0.003487000000000004,0
4658,0,446.32,963,0.0,132.15,0.101397,53.12,1,44.08,4,26.6,2.517846644696917e-05,6.505099174242464e-06,0.1042734296333992,0.0885355598900235,1.7758370166666276e-05,4.565872166666661e-06,5.476524000000073e-07,0,0,10,20,10,20,23,-0.011517999999999903,0.8295828000000043,-0.005837000000000009,0.7644165600000008,-0.001473000000000002,0
225379,0,1941.37,0,0.0,39.4,0.0,8.98,1,149.09,3,10.392,4.985897356060644e-06,0.0,0.0064647692938031,0.0,3.1417701666666684e-06,0.0,0.0,5,0,9,25,6,16,27,-0.004249000000000003,0.17777879999999868,0.0,0.0,0.0,0
3710,0,634.15,624,30.0,17.86,0.0,36.25,2,30.63,6,13.856,0.0006521579460833,0.0006089452740833,0.7463863623276507,0.0,0.0005087051681666,0.0012178905481666,0.0,0,0,1,5,7,21,9,0.048146999999999995,1.6777787999999987,0.0,0.0,0.0,0
8988,0,442.74,0,0.0,13.2,0.0,16.14,1,56.33,5,10.392,4.763381151515148e-06,0.0,0.0047887144040182,0.0,3.056458266666695e-06,0.0,0.0,4,0,12,20,11,3,21,-0.0038590000000000013,0.17777879999999868,0.0,0.0,0.0,0
66391,0,823.24,2719,0.0,16.26,0.087381,14.64,1,98.99,6,10.392,6.345629924242368e-07,3.5849357196969568e-06,0.0083802259640179,0.0,3.988681666666538e-07,2.253388166666656e-06,0.0,5,0,7,8,7,8,28,-0.0015469999999999928,0.17777879999999868,0.0036769999999999997,0.0,0.0,0
39552,0,3967.88,3435,0.0,146.58,0.096074,13.31,1,372.32,11,27.71,3.019836390151505e-05,8.007290454545306e-06,0.0064343012662695,0.0023163484558568,2.2429120166666736e-05,7.510752266666488e-06,5.7846531000000445e-06,0,0,4,22,9,25,23,-0.011801000000000006,0.16291560000000516,-0.0056749999999999995,0.09774935999999812,-0.0013930000000000053,0
18783,0,1862.47,2066,0.0,131.76,0.099086,8.3,1,210.08,4,17.25,4.082998099242355e-05,1.420150424242432e-05,0.0054288350608909,0.0019544659310116,2.956367216666617e-05,1.0686402666666684e-05,3.409065899999989e-06,7,0,9,13,8,27,14,-0.013839999999999894,0.16291560000000516,-0.008159000000000013,0.09774935999999812,-0.003794999999999993,0
2460,0,372.51,0,0.0,15.51,0.0,21.48,1,37.37,5,10.392,5.3957010606060655e-06,0.0,0.0076619171872032,0.0,3.318240666666617e-06,0.0,0.0,0,0,4,12,4,12,13,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0,0
8774,0,1029.47,0,0.0,15.78,0.0,13.26,2,108.62,6,10.392,4.33651187878788e-06,0.0,0.1140406529300071,0.0,2.844293866666627e-06,0.0,0.0,0,0,11,2,3,23,4,-0.0033959999999999824,1.1777784000000011,0.0,0.0,0.0,0
3749,0,1545.4,0,0.0,9.85,0.087381,17.45,1,198.84,6,13.856,3.893100771969696e-05,3.365572083333362e-06,0.0083802259640179,0.0,7.076100416666663e-05,9.656081666666608e-07,0.0,5,0,7,13,7,13,16,-0.0015469999999999928,0.17777879999999868,0.0036769999999999997,0.0,0.0,0
5312,0,359.17,0,0.0,16.45,0.0,13.4,1,29.18,5,13.856,1.4949297537878738e-05,0.0,0.0064647595967453,0.0,2.830696666666676e-06,0.0,0.0,4,0,9,4,7,12,5,-0.007829000000000003,0.17777879999999868,0.0,0.0,0.0,1
55367,0,6192.25,4115,0.0,359.25,0.093976,54.84,1,485.48,3,55.0,0.0006847450946969,0.0003245588000833,1.0371768192300104,49.97122309327738,1.1100320166666391e-05,2.8967601666667963e-06,4.860000000000553e-10,4,0,8,1,5,22,6,-0.060264,0.0,-0.038969000000000004,0.0,-0.012122000000000008,1
5530,0,710.62,0,0.0,17.5,0.0885389999999999,9.919999999999993,2,55.95,6,13.2,4.609817626515152e-05,1.595029606060619e-06,0.0047887144040182,0.0,3.5123842666666483e-06,3.1311073666666744e-06,0.0,0,0,10,1,10,1,2,-0.0024109999999999965,0.17777879999999868,0.002815000000000012,0.0,0.0,0
5731448,0,2764.2,2182,0.0,142.04,0.098837,12.72,1,315.11,5,16.5,1.825748590909097e-05,2.9050265151515243e-06,0.0,0.0,1.147613400000002e-05,1.8260166666666675e-06,1.2168006666666543e-06,5,0,7,14,7,14,15,-0.008298,0.0,-0.0033100000000000074,0.0,0.002701999999999996,0
28060,0,732.14,749,0.0,59.3,0.099548,19.56,1,83.99,5,16.5,1.8665143840909105e-05,5.161779356060604e-06,3.141818183405864e-12,1.689600002537378e-12,1.1784990300000036e-05,3.3002441666666582e-06,9.659746666666845e-08,4,0,11,30,10,31,1,-0.008715000000000014,3.600000006542814e-06,-0.004738999999999993,-2.640000001719045e-06,-0.0006410000000000027,0
1287,0,180.26,101,0.0,16.51,0.101255,27.28,1,11.84,4,13.856,4.206457606060452e-06,5.578486060606067e-07,0.7185946753470039,0.0,3.5980386666665526e-06,4.538778666666684e-07,1.3765382666665988e-06,4,0,8,20,12,4,6,-0.00226899999999991,2.1777792000000034,-0.0018279999999999963,0.0,-0.002670999999999993,0
11932,0,1733.77,0,0.0,18.99,0.0,14.04,1,121.72,6,13.2,4.886815242424288e-06,0.0,0.0076619430461661,0.0,3.0768974666666954e-06,0.0,0.0,7,0,5,1,5,1,13,-0.004249000000000003,0.17777879999999868,0.0,0.0,0.0,0
309803,0,3442.59,2039,0.0,16.51,0.0,7.32,1,316.66,5,11.0,4.238463606060588e-06,0.0,0.0047887144040182,0.0,3.011795866666686e-06,0.0,0.0,5,0,10,6,10,6,11,-0.003037999999999985,0.17777879999999868,0.0,0.0,0.0,0
272184,0,264.65,0,0.0,6.76,0.0,16.84,1,26.25,6,10.35,4.906088151515108e-06,0.0006089452740833,0.0086196859268398,0.0,3.318240666666617e-06,0.0,0.0,5,0,6,2,6,2,8,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
378853,0,844.44,739,0.0,16.36,0.088444,17.64,1,84.34,6,13.8,5.005077424242392e-06,5.159936590908951e-07,0.1155969584441886,0.0,4.719088666666671e-06,1.1136398999999864e-06,0.0,0,0,11,17,11,17,18,-0.0009180000000000021,1.1777784000000011,0.0018750000000000988,0.0,0.0,0
18521,0,226.63,0,0.0,17.68,0.0,30.22,1,22.44,4,13.2,6.073534151515051e-06,0.0,3.8181818111259284e-13,0.0,3.318240666666697e-06,0.0,0.0,4,0,3,6,3,6,9,-0.005149999999999988,-1.1999999998124622e-06,0.0,0.0,0.0,0
798393,0,2804.74,0,0.0,16.22,0.086225,17.13,1,258.13,5,10.35,4.906252386363578e-06,5.129237878787884e-07,0.0083801936403809,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,5,0,5,25,5,25,31,-0.00415299999999999,0.17777879999999868,0.0010720000000000035,0.0,0.0,0
3848,0,81.46,50,0.0,18.27,0.0,23.76,1,7.81,3,10.392,5.36669481060609e-06,0.0,0.0064647208082943,0.0,3.318240666666617e-06,0.0,0.0,4,0,3,21,3,21,23,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0,0
17651,0,2616.47,0,0.0,19.79,0.0,3.56,1,211.19,5,13.2,8.264025787878966e-06,0.0,3.490909143860595e-13,0.0,6.1045446666668205e-06,0.0,0.0,7,0,12,14,11,1,16,-0.006766000000000105,-1.1999999998124622e-06,0.0,0.0,0.0,0
31642,0,3812.99,6784,0.0,15.2,0.087381,17.45,1,320.32,6,13.856,6.345629924242368e-07,3.5849357196969568e-06,0.0083802259640179,0.0,3.988681666666538e-07,2.253388166666656e-06,0.0,5,0,7,3,7,3,4,-0.0015469999999999928,0.17777879999999868,0.0036769999999999997,0.0,0.0,0
20660,0,295.65,0,0.0,16.3,0.0,21.09,1,27.9,6,10.392,4.869239151515134e-06,0.0,0.3952271308349967,0.0,3.1905338666666243e-06,0.0,0.0,4,0,11,5,11,5,6,-0.0033959999999999824,2.1777792000000034,0.0,0.0,0.0,0
11133,0,1652.78,0,0.0,19.61,0.0,15.16,1,127.09,3,10.392,1.7602779727272693e-05,0.0006089452740833,0.0086196471385641,0.0,3.318240666666697e-06,0.0,0.0,2,0,6,6,4,29,14,-0.009222000000000008,0.17777879999999868,0.0,0.0,0.0,0
6097,0,913.98,0,0.0,16.16,0.0,18.08,1,84.84,6,10.35,4.442241545454527e-06,0.0,0.4265067455152017,0.0,2.9870699999999604e-06,0.0,0.0,0,0,10,29,10,29,30,-0.0033959999999999824,1.6777787999999987,0.0,0.0,0.0,0
16930,19088,1824.15,1329,0.0,130.32,0.103487,33.81,3,211.97,4,25.0,1.5457422424242437e-05,3.7207544469697063e-06,0.0054289416934153,0.0019544190096292,1.1100320166666622e-05,2.896760166666666e-06,4.859999999979744e-10,4,1,3,7,11,5,9,-0.006756000000000012,0.16291560000000516,-0.0028650000000000064,0.09774935999999812,0.002923000000000009,0
10703,0,1585.16,0,0.0,16.3,0.0,29.76,1,153.16,6,13.2,1.0868358060605998e-05,0.0,2.94545456505995e-13,0.0,8.381914666666643e-06,0.0,0.0,4,0,1,15,11,17,17,-0.00687599999999991,-1.1999999998124622e-06,0.0,0.0,0.0,0
1743025,0,4698.48,4392,0.0,16.12,0.087381,25.6,1,431.24,6,13.8,3.659474787878808e-06,3.897049356060606e-06,0.0076618913283488,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,5,0,4,29,4,29,30,-0.0015469999999999928,0.17777879999999868,0.0036769999999999997,0.0,0.0,0
1722179,1192414,3703.75,5944,0.0,20.82,0.08638,5.34,2,228.85,6,11.4,5.040976992424214e-06,6.075429924242469e-07,0.0026337977708941,0.0,4.954466566666678e-06,1.3232441666666795e-06,0.0,0,1,1,21,1,21,23,-0.0006749999999999812,0.17777879999999868,0.0021170000000000078,0.0,0.0,0
44210,0,1361.98,1621,0.0,18.57,0.0,34.68,1,138.47,4,13.856,9.635854022727498e-06,0.0,0.0,0.0,7.290498266666829e-06,0.0,0.0,7,0,1,27,11,16,28,-0.00805500000000009,0.0,0.0,0.0,0.0,0
8247,0,346.29,0,0.0,13.46,0.101255,21.78,1,12.65,4,10.392,4.560592265151512e-06,2.323177196969671e-07,0.0978788387880874,0.0,5.006365866666611e-06,3.207889666666663e-07,6.02886666666662e-08,4,0,3,8,11,27,10,4.299999999998749e-05,1.1777784000000011,0.00048500000000011034,0.0,-0.0003599999999999992,0
99371,0,8852.51,9625,0.0,131.41,0.092659,0.0,1,681.84,7,24.0,8.55478693181784e-06,2.366489356060601e-06,0.0084884837620386,0.0032280478226969,5.597004166666501e-06,1.6172041666666482e-06,0.0,0,0,2,16,2,16,16,-0.005364999999999898,0.23669388000000424,-0.002588999999999994,0.14596272,0.002017999999999992,0
12106,0,1180.95,1371,0.0,17.44,0.083816,12.6,1,82.36,6,10.392,5.379318578787875e-05,4.567825174242426e-06,0.1155969584441886,0.0,7.008640706666645e-05,5.210423366666653e-06,0.0,4,0,11,6,9,20,9,-0.006139000000000089,1.1777784000000011,-0.0033450000000000008,0.0,0.0,0
16947,0,431.88,0,0.0,18.57,0.0,32.88,1,43.82,5,13.15,6.876564696969682e-06,0.0006089452740833,2.945454557954523e-13,0.0,3.318240666666697e-06,0.0,0.0,4,0,1,31,1,31,1,-0.005149999999999988,-1.1999999998124622e-06,0.0,0.0,0.0,0
5742,0,858.79,0,0.0,21.54,0.0,20.36,1,72.05,5,12.5,4.717018636363662e-06,0.0,0.0086196665327123,0.0,3.318240666666697e-06,0.0,0.0,4,0,6,2,4,29,14,-0.00434699999999999,0.17777879999999868,0.0,0.0,0.0,0
21210,0,578.82,0,0.0,15.91,0.0,24.42,1,58.75,5,13.2,4.2324387500000446e-06,0.0,0.008380216266894,0.0,3.318240666666617e-06,0.0,0.0,7,0,5,27,5,27,3,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
805718,0,1179.75,1276,0.0,18.86,0.0,24.42,1,120.09,4,13.2,4.2324387500000446e-06,0.0,0.0083801936403809,0.0,3.318240666666617e-06,0.0,0.0,4,0,5,15,5,15,23,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
11076,0,0.0,420,0.0,0.0,0.0,33.12,1,86.83,9,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,9,3,9,4,0.0,0.0,0.0,0.0,0.0,0
3725,0,554.7,0,0.0,62.56,0.0,18.62,1,50.9,7,13.2,3.1067614772725324e-06,0.0,0.008380258287567,0.0,1.952821499999892e-06,0.0,0.0,0,0,7,29,7,29,31,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
1569,0,234.28,381,0.0,0.41,0.0,27.44,1,17.13,5,13.2,1.5496610999999973e-05,0.0,0.606060848484876,0.0,1.1362129199999834e-05,0.0,0.0,4,0,10,21,8,27,22,-0.007709999999999995,2.0000004000000047,0.0,0.0,0.0,0
11608,0,1169.5,1031,0.0,129.24,0.1000149999999999,41.52,1,141.69,6,20.785,1.5812320265151388e-05,3.957295113636379e-06,0.0040214382914185,0.0014477177849105,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,0,0,2,9,2,9,11,-0.006191999999999989,0.16291560000000516,-0.0023019999999999985,0.09774935999999812,0.003487000000000004,0
32344,0,3389.94,0,0.0,15.17,0.0,14.04,1,299.73,4,13.2,7.47236981818195e-06,0.0,0.0076619301167455,0.0,2.6180626666667287e-06,0.0,0.0,4,0,8,24,6,16,25,-0.005519000000000024,0.17777879999999868,0.0,0.0,0.0,0
3271328,0,1266.42,1241,0.0,16.41,0.0885389999999999,26.79,1,96.57,5,14.5,3.09589208333328e-06,2.5081966287878864e-06,0.0083801936403809,0.0,3.569730666666668e-06,9.450149999999313e-08,0.0,5,0,5,25,5,25,31,-0.0024109999999999965,0.17777879999999868,0.002815000000000012,0.0,0.0,0
23983,0,2348.39,0,0.0,38.41,0.0850679999999999,14.7,1,193.85,6,13.856,4.359091206060604e-05,6.747014772727257e-07,0.0076619559755671,0.0,2.552611599999882e-06,1.154074266666668e-06,0.0,0,0,8,10,6,17,11,-0.005314000000000013,0.17777879999999868,-8.899999999999186e-05,0.0,0.0,0
26308,0,3928.11,0,0.0,0.0,0.0,27.03,1,385.77,4,13.15,1.001088542424246e-05,0.0006089452740833,0.0076619430461661,0.0,6.403664666666633e-06,0.0012178905481666,0.0,4,0,7,30,10,30,31,-0.006319999999999992,0.17777879999999868,0.0,0.0,0.0,0
4298,0,638.7,771,0.0,18.12,0.0,13.4,1,58.05,6,13.856,4.024733719696758e-06,0.0,0.0064647692938031,0.0,2.714893366666558e-06,0.0,0.0,5,0,9,7,9,7,8,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
18914,236160,2808.39,1602,0.0,25.08,0.0,9.51,1,176.73,4,11.0,3.919671606060605e-06,0.0,0.0047887144040182,0.0,3.3224182666666345e-06,0.0,0.0,0,0,10,25,10,25,28,-0.0022240000000000038,0.17777879999999868,0.0,0.0,0.0,0
17435,531,1716.04,1810,0.0,144.79,0.098261,25.68,3,202.13,3,41.0,3.386589826515167e-05,1.155796626515152e-05,0.0072385356078,0.0026059154732663,1.6127851366666632e-05,4.08475536666651e-06,2.6059666666666614e-07,4,1,8,20,7,11,21,-0.01185,0.16291560000000516,-0.006953000000000001,0.09774935999999812,-0.0010690000000000005,0
39653,0,393.96,0,0.0,16.02,0.0,10.08,1,30.14,4,10.39,3.1842898515151494e-05,0.0,0.0076619430461661,0.0,2.60525446666668e-05,0.0,0.0,4,0,11,23,9,25,17,-0.01172999999999999,0.17777879999999868,0.0,0.0,0.0,0
42119,29469,4188.32,0,0.0,117.17,0.099419,30.26,2,574.67,6,25.097,6.112424360606043e-05,3.035517163636352e-05,1.0431468449151144,49.76525829032387,1.110032016666668e-05,2.896760166666666e-06,4.860000000000553e-10,4,1,4,30,4,29,1,-0.008298,0.0,-0.0033109999999999112,0.0,0.002701999999999996,0
15773,588415,2219.49,1857,0.0,16.38,0.0,21.44,2,187.75,6,14.7,4.019339969697008e-06,0.0,0.0086196471385641,0.0,3.318240666666697e-06,0.0,0.0,0,1,8,4,8,4,8,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.0,0
17245,0,1664.66,712,0.0,144.87,0.098261,27.84,1,194.29,5,44.5,1.801918478787896e-05,3.620924083333325e-06,0.0,0.0,1.1329562266666784e-05,2.4022089666666503e-06,2.249382000000121e-06,7,0,8,31,7,11,1,-0.008298,0.0,-0.0033109999999999945,0.0,0.002701999999999996,0
1808,0,264.44,0,0.0,15.93,0.0,34.68,1,26.49,3,13.856,7.678819969696956e-06,0.0006089452740833,2.94545456183021e-13,0.0,6.342742000000037e-06,0.0,0.0,4,0,2,28,12,16,9,-0.008148000000000016,-1.1999999998124622e-06,0.0,0.0,0.0,0
6788,5629,470.76,708,0.0,18.72,0.0,21.8,5,39.33,5,12.5,4.268415606060657e-06,0.0,0.4265066845050691,0.0,6.765472666666703e-06,0.0,0.0,0,1,5,24,5,24,23,0.0004180000000000017,1.6777787999999987,0.0,0.0,0.0,0
20494,0,2024.54,3405,0.0,131.76,0.099419,46.11,2,259.22,3,43.45,1.8935076810606067e-05,3.8221103333332375e-06,0.0,0.0,1.110032016666668e-05,2.896760166666666e-06,4.860000000000553e-10,2,0,5,14,4,29,23,-0.008298,0.0,-0.0033109999999999112,0.0,0.002701999999999996,0
58291,0,1350.3,1460,0.0,74.9,0.13229,45.42,1,386.99,3,17.320999999999998,3.733847209090932e-05,0.0043556338620606,2.237507489503156,150.75647259969708,6.975507266666682e-05,0.0047911972482666,0.0024152877066666,4,0,8,4,8,17,6,0.00964799999999999,-3.0380457599999957,0.134041,24.93733044,0.09517,0
14287,0,2087.63,1776,0.0,10.69,0.0,10.98,1,150.31,4,10.35,4.924713151515146e-06,0.0,0.0086196665327123,0.0,3.318240666666617e-06,0.0,0.0,5,0,7,24,6,20,6,-0.004283000000000009,0.17777879999999868,0.0,0.0,0.0,0
5630,605,838.07,0,0.0,5.69,0.0,13.35,3,85.99,10,13.8,4.024733719696758e-06,0.0,0.0064647595967453,0.0,2.714893366666558e-06,0.0,0.0,0,1,9,7,9,7,8,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
29144,0,2843.03,2630,0.0,132.52,0.1000149999999999,33.81,1,314.81,4,25.0,1.4800567515151491e-05,3.55248142424242e-06,0.0054289416934153,0.0019544190096292,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,2,0,3,23,3,23,25,-0.006191999999999989,0.16291560000000516,-0.0023019999999999985,0.09774935999999812,0.003487000000000004,0
16340,0,1637.57,410,0.0,131.77,0.100123,0.739999999999999,1,270.65,12,16.97,1.7065066272727374e-05,4.347042272727275e-06,3.4363636433613887e-12,1.848000001321932e-12,1.076168919999998e-05,2.76955799999999e-06,5.5800966666667095e-08,0,0,4,12,11,17,17,-0.007574000000000011,3.600000006542814e-06,-0.003582000000000002,-2.640000001719045e-06,0.0005329999999999918,0
3888,0,583.35,0,0.0,13.76,0.0,12.36,1,56.1,4,10.392,4.080502272727274e-06,0.0,0.0076619301167455,0.0,2.620089999999969e-06,0.0,0.0,4,0,8,11,8,11,13,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0,0
3475,13748,520.43,0,0.0,18.77,0.0,25.56,2,48.24,6,13.856,3.809188446969568e-06,0.0,0.0083802388933848,0.0,3.318240666666697e-06,0.0,0.0,4,1,5,24,5,24,29,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0,0
9688,0,527.24,435,0.0,130.32,0.100572,45.27,1,66.64,4,25.0,2.238087651515152e-05,5.394652083333298e-06,0.0070375170099823,0.0025335061235934,1.110032016666668e-05,2.89676016666666e-06,4.860000000000553e-10,4,0,5,3,5,3,4,-0.009528000000000009,0.16291560000000516,-0.004630999999999996,0.09774935999999812,0.0012530000000000041,0
37361,753988,2693.63,2979,0.0,144.4,0.10175,48.36,2,320.45,3,32.3,1.8092174810605592e-05,4.91421935606058e-06,0.0040214382914185,0.0014477177849105,1.1100320166666312e-05,2.896760166666644e-06,4.860000000000553e-10,4,1,2,4,2,4,5,-0.008497000000000005,0.16291560000000516,-0.004607,0.09774935999999812,0.0011820000000000025,0
0,0,0.0,0,0.0,131.37,0.086393,0.12,1,0.0,7,60.0,8.904324810606029e-06,2.572824810606077e-06,0.0,0.0,5.597004166666654e-06,1.6172041666666706e-06,0.0,0,0,10,9,10,9,1,-0.005794999999999995,0.0,-0.0031150000000000067,0.0,0.0,0
13966,0,1420.38,1540,0.0,144.75,0.098837,22.02,1,155.65,6,15.3,1.658110026515159e-05,3.035138333333253e-06,0.0070375170099823,0.0025335061235934,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,4,0,5,21,5,21,31,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
54877,0,5636.84,12862,0.0,149.23,0.098261,13.72,1,589.65,3,15.001,0.0003791720282045,0.0001593365232954,0.0,0.0,0.0007650543782999,0.0003092393894999,2.661113346666666e-05,4,0,6,10,5,22,14,0.045793,0.0,0.030479999999999993,0.0,0.011543999999999999,0
86500,20641,3923.6,6299,0.0,112.97,0.098841,24.24,2,533.04,3,26.4,1.39212784242424e-05,2.2187734242423933e-06,0.0072384289737051,0.0026059623938037,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,4,1,6,4,5,22,14,-0.007801000000000002,0.16291560000000516,-0.002904000000000004,0.09774935999999812,0.0029799999999999965,0
8479,0,625.79,0,0.0,15.44,0.084395,13.26,1,42.06,7,10.392,1.6379324515151063e-05,5.083500628787672e-06,0.004788720868712,0.0,1.193490266666643e-05,4.94397136666652e-06,0.0,0,0,7,9,11,1,9,-0.008034999999999903,0.17777879999999868,-0.0044929999999999,0.0,0.0,0
24049,0,0.0,0,0.0,0.0,0.0,28.61,1,307.95,5,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,3,3,3,6,0.0,0.0,0.0,0.0,0.0,0
17630,0,587.17,388,0.0,16.28,0.0,24.42,1,56.24,4,13.2,3.452523295454464e-06,0.0,0.0083801936403809,0.0,3.318240666666697e-06,0.0,0.0,4,0,6,12,5,23,9,-0.0030829999999998914,0.17777879999999868,0.0,0.0,0.0,0
2562,0,264.13,364,0.0,160.45,0.103487,49.44,1,30.8,3,19.8,1.7176299537878333e-05,4.395760083333352e-06,3.4363636433613887e-12,1.848000001321932e-12,1.1100320166666352e-05,2.896760166666666e-06,4.860000000000553e-10,4,0,1,24,1,24,25,-0.0072730000000000156,3.600000006542814e-06,-0.0032930000000000043,-2.640000001719045e-06,0.0026230000000000003,0
4100379,0,4810.63,0,0.0,25.52,0.0868029999999999,20.2,1,460.58,3,13.856,3.763332878788088e-06,9.0463875e-07,0.0086196859268398,0.0,3.569730666666869e-06,9.450150000000093e-08,0.0,4,0,6,14,11,1,23,-0.003573000000000104,0.17777879999999868,0.0016520000000000007,0.0,0.0,0
